title,url,bibtex,bibtex_type,bibtex_title,bibtex_year,language
Measuring the effectiveness of software code review comments,https://link.springer.com/chapter/10.1007/978-981-15-6634-9_23,"@inproceedings{hossain2020measuring,
  title={Measuring the effectiveness of software code review comments},
  author={Hossain, Syeda Sumbul and Arafat, Yeasir and Hossain, Md Ekram and Arman, Md Shohel and Islam, Anik},
  booktitle={International Conference on Advances in Computing and Data Sciences},
  pages={247--257},
  year={2020},
  organization={Springer}
}",inproceedings,Measuring the effectiveness of software code review comments,2020,en
Code review tool for visual programming languages,https://ieeexplore.ieee.org/abstract/document/8506527/,"@inproceedings{ragusa2018code,
  title={Code review tool for visual programming languages},
  author={Ragusa, Giuliano and Henriques, Henrique},
  booktitle={2018 IEEE symposium on visual languages and human-centric computing (VL/HCC)},
  pages={287--288},
  year={2018},
  organization={IEEE}
}",inproceedings,Code review tool for visual programming languages,2018,en
ADCR: An Adaptive TOOL to selectâ Appropriate Developer for Code Reviewâ based on Code Context,https://ieeexplore.ieee.org/abstract/document/9298102/,"@inproceedings{sadman2020adcr,
  title={ADCR: An Adaptive TOOL to selectâ Appropriate Developer for Code Reviewâ based on Code Context},
  author={Sadman, Nafiz and Ahsan, Md Manjurul and Mahmud, MA Parvez},
  booktitle={2020 11th IEEE Annual Ubiquitous Computing, Electronics \& Mobile Communication Conference (UEMCON)},
  pages={0583--0591},
  year={2020},
  organization={IEEE}
}",inproceedings,ADCR: An Adaptive TOOL to selectâ Appropriate Developer for Code Reviewâ based on Code Context,2020,en
MULTICR: Predicting merged and abandoned code changes in modern code review using multi-objective search,https://dl.acm.org/doi/abs/10.1145/3680472,"@article{chouchen2024multicr,
  title={MULTICR: Predicting merged and abandoned code changes in modern code review using multi-objective search},
  author={Chouchen, Moataz and Ouni, Ali and Mkaouer, Mohamed Wiem},
  journal={ACM Transactions on Software Engineering and Methodology},
  volume={33},
  number={8},
  pages={1--44},
  year={2024},
  publisher={ACM New York, NY}
}",article,MULTICR: Predicting merged and abandoned code changes in modern code review using multi-objective search,2024,en
Understanding and Improving Code Review of Changes in Build Systems,https://ieeexplore.ieee.org/abstract/document/11024398/,"@inproceedings{nejati2025understanding,
  title={Understanding and Improving Code Review of Changes in Build Systems},
  author={Nejati, Mahtab},
  booktitle={2025 IEEE/ACM 47th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion)},
  pages={97--101},
  year={2025},
  organization={IEEE}
}",inproceedings,Understanding and Improving Code Review of Changes in Build Systems,2025,en
Blimp tracer: Integrating build impact analysis with code review,https://ieeexplore.ieee.org/abstract/document/8530081/,"@inproceedings{wen2018blimp,
  title={Blimp tracer: Integrating build impact analysis with code review},
  author={Wen, Ruiyin and Gilbert, David and Roche, Michael G and McIntosh, Shane},
  booktitle={2018 IEEE International conference on software maintenance and evolution (ICSME)},
  pages={685--694},
  year={2018},
  organization={IEEE}
}",inproceedings,Blimp tracer: Integrating build impact analysis with code review,2018,en
From overload to insight: Bridging code search and code review with llms,https://dl.acm.org/doi/abs/10.1145/3696630.3728518,"@inproceedings{rao2025overload,
  title={From overload to insight: Bridging code search and code review with llms},
  author={Rao, Nikitha and Vasilescu, Bogdan and Holmes, Reid},
  booktitle={Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering},
  pages={656--660},
  year={2025}
}",inproceedings,From overload to insight: Bridging code search and code review with llms,2025,en
CRScore: Grounding the Evaluation of Code Review Comments in Code Claims and Smells,https://atharva-naik.github.io/CodeReviewEval.pdf,"@article{friedcrscore,
  title={CRScore: Grounding the Evaluation of Code Review Comments in Code Claims and Smells},
  author={Fried, Atharva Naik Marcus Alenius Daniel and Ros{\'e}, Carolyn}
}",article,CRScore: Grounding the Evaluation of Code Review Comments in Code Claims and Smells,,en
Fine-Tuning Multilingual Language Models for Code Review: An Empirical Study on Industrial C# Projects,https://arxiv.org/abs/2507.19271,"@article{begolli2025fine,
  title={Fine-Tuning Multilingual Language Models for Code Review: An Empirical Study on Industrial C\# Projects},
  author={Begolli, Igli and Aksoy, Meltem and Neider, Daniel},
  journal={arXiv preprint arXiv:2507.19271},
  year={2025}
}",article,Fine-Tuning Multilingual Language Models for Code Review: An Empirical Study on Industrial C# Projects,2025,en
SGCR: A Specification-Grounded Framework for Trustworthy LLM Code Review,https://arxiv.org/abs/2512.17540,"@article{wang2025sgcr,
  title={SGCR: A Specification-Grounded Framework for Trustworthy LLM Code Review},
  author={Wang, Kai and Mao, Bingcheng and Jia, Shuai and Ding, Yujie and Han, Dongming and Ma, Tianyi and Cao, Bin},
  journal={arXiv preprint arXiv:2512.17540},
  year={2025}
}",article,SGCR: A Specification-Grounded Framework for Trustworthy LLM Code Review,2025,en
RovoDev Code Reviewer: A Large-Scale Online Evaluation of LLM-based Code Review Automation at Atlassian,https://arxiv.org/abs/2601.01129,"@article{tantithamthavorn2026rovodev,
  title={RovoDev Code Reviewer: A Large-Scale Online Evaluation of LLM-based Code Review Automation at Atlassian},
  author={Tantithamthavorn, Kla and Zou, Yaotian and Wong, Andy and Gupta, Michael and Wang, Zhe and Buller, Mike and Jiang, Ryan and Watson, Matthew and Jeong, Minwoo and Chen, Kun and others},
  journal={arXiv preprint arXiv:2601.01129},
  year={2026}
}",article,RovoDev Code Reviewer: A Large-Scale Online Evaluation of LLM-based Code Review Automation at Atlassian,2026,en
GPP: A Graph-Powered Prioritizer for Code Review Requests,https://dl.acm.org/doi/abs/10.1145/3691620.3694990,"@inproceedings{yang2024gpp,
  title={GPP: A Graph-Powered Prioritizer for Code Review Requests},
  author={Yang, Lanxin and Xu, Jinwei and Zhang, He and Wu, Fanghao and Lyu, Jun and Li, Yue and Bacchelli, Alberto},
  booktitle={Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering},
  pages={104--116},
  year={2024}
}",inproceedings,GPP: A Graph-Powered Prioritizer for Code Review Requests,2024,en
Leveraging test plan quality to improve code review efficacy,https://dl.acm.org/doi/abs/10.1145/3540250.3558952,"@inproceedings{chen2022leveraging,
  title={Leveraging test plan quality to improve code review efficacy},
  author={Chen, Lawrence and Abreu, Rui and Akomolede, Tobi and Rigby, Peter C and Chandra, Satish and Nagappan, Nachiappan},
  booktitle={Proceedings of the 30th ACM joint european software engineering conference and symposium on the foundations of software engineering},
  pages={1320--1330},
  year={2022}
}",inproceedings,Leveraging test plan quality to improve code review efficacy,2022,en
Interactively decomposing composite changes to support code review and regression testing,https://ieeexplore.ieee.org/abstract/document/8029599/,"@inproceedings{guo2017interactively,
  title={Interactively decomposing composite changes to support code review and regression testing},
  author={Guo, Bo and Song, Myoungkyu},
  booktitle={2017 IEEE 41st annual computer software and applications conference (COMPSAC)},
  volume={1},
  pages={118--127},
  year={2017},
  organization={IEEE}
}",inproceedings,Interactively decomposing composite changes to support code review and regression testing,2017,en
Feedback Topics in Modern Code Review: Automatic Identification and Impact on Changes.,https://ksiresearch.org/seke/seke18paper/seke18paper_97.pdf,"@inproceedings{raghunathan2018feedback,
  title={Feedback Topics in Modern Code Review: Automatic Identification and Impact on Changes.},
  author={Raghunathan, Janani and Liu, Lifei and Kagdi, Huzefa H},
  booktitle={SEKE},
  pages={598--597},
  year={2018}
}",inproceedings,Feedback Topics in Modern Code Review: Automatic Identification and Impact on Changes.,2018,en
Unity is Strength: Cross-Task Knowledge Distillation to Improve Code Review Generation,https://arxiv.org/abs/2309.03362,"@article{sghaier2023unity,
  title={Unity is Strength: Cross-Task Knowledge Distillation to Improve Code Review Generation},
  author={Sghaier, Oussama Ben and Maes, Lucas and Sahraoui, Houari},
  journal={arXiv preprint arXiv:2309.03362},
  year={2023}
}",article,Unity is Strength: Cross-Task Knowledge Distillation to Improve Code Review Generation,2023,en
Automatic Bias Detection in Source Code Review,https://arxiv.org/abs/2504.18449,"@article{alebachew2025automatic,
  title={Automatic Bias Detection in Source Code Review},
  author={Alebachew, Yoseph Berhanu and Brown, Chris},
  journal={arXiv preprint arXiv:2504.18449},
  year={2025}
}",article,Automatic Bias Detection in Source Code Review,2025,en
Leveraging Reward Models for Guiding Code Review Comment Generation,https://arxiv.org/abs/2506.04464,"@article{sghaier2025leveraging,
  title={Leveraging Reward Models for Guiding Code Review Comment Generation},
  author={Sghaier, Oussama Ben and Tufano, Rosalia and Bavota, Gabriele and Sahraoui, Houari},
  journal={arXiv preprint arXiv:2506.04464},
  year={2025}
}",article,Leveraging Reward Models for Guiding Code Review Comment Generation,2025,en
Questionâanswer methodology for vulnerable source code review via prototype-based model-agnostic meta-learning,https://www.mdpi.com/1999-5903/17/1/33,"@article{corona2025question,
  title={Question--answer methodology for vulnerable source code review via prototype-based model-agnostic meta-learning},
  author={Corona-Fraga, Pablo and Hernandez-Suarez, Aldo and Sanchez-Perez, Gabriel and Toscano-Medina, Linda Karina and Perez-Meana, Hector and Portillo-Portillo, Jose and Olivares-Mercado, Jesus and Garc{\'\i}a Villalba, Luis Javier},
  journal={Future Internet},
  volume={17},
  number={1},
  pages={33},
  year={2025},
  publisher={MDPI}
}",article,Question--answer methodology for vulnerable source code review via prototype-based model-agnostic meta-learning,2025,en
Augmenting code review experience through visualization,https://ieeexplore.ieee.org/abstract/document/9604852/,"@inproceedings{balci2021augmenting,
  title={Augmenting code review experience through visualization},
  author={Balc{\i}, Faruk and Halilo{\u{g}}lu, Dilruba Sultan and {\c{S}}ahin, Onur and Tilki, Cankat and Yurtsever, Mehmet Ata and T{\""u}z{\""u}n, Eray},
  booktitle={2021 Working conference on software visualization (VISSOFT)},
  pages={110--114},
  year={2021},
  organization={IEEE}
}",inproceedings,Augmenting code review experience through visualization,2021,en
Categorizing code review comments using machine learning,https://link.springer.com/chapter/10.1007/978-981-16-2102-4_18,"@inproceedings{arafat2021categorizing,
  title={Categorizing code review comments using machine learning},
  author={Arafat, Yeasir and Sumbul, Syeda and Shamma, Hossain},
  booktitle={Proceedings of Sixth International Congress on Information and Communication Technology: ICICT 2021, London, Volume 4},
  pages={195--206},
  year={2021},
  organization={Springer}
}",inproceedings,Categorizing code review comments using machine learning,2021,en
